crop_name,agro_zone,crop_group,temp_lo,temp_hi,ph_lo,ph_hi,seasons_text,ph_is_real,temp_is_real,service_zone,kau_zone_source
Adapathiyan,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted any time,False,False,coastal_zone,General (all zones)
Adapathiyan,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted any time,False,False,southern_zone,General (all zones)
Adapathiyan,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted any time,False,False,central_zone,General (all zones)
Adapathiyan,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted any time,False,False,northern_zone,General (all zones)
Adapathiyan,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted any time,False,False,high_ranges,General (all zones)
Agathi,General (all zones),Fodder Crops,22.0,32.0,5.0,6.5,General,False,False,coastal_zone,General (all zones)
Agathi,General (all zones),Fodder Crops,22.0,32.0,5.0,6.5,General,False,False,southern_zone,General (all zones)
Agathi,General (all zones),Fodder Crops,22.0,32.0,5.0,6.5,General,False,False,central_zone,General (all zones)
Agathi,General (all zones),Fodder Crops,22.0,32.0,5.0,6.5,General,False,False,northern_zone,General (all zones)
Agathi,General (all zones),Fodder Crops,22.0,32.0,5.0,6.5,General,False,False,high_ranges,General (all zones)
Ailanthus or Matti,General (all zones),Agroforestry,22.0,32.0,5.0,6.5,Onset of rains (June planting; also Oct-Nov planting option),False,False,coastal_zone,General (all zones)
Ailanthus or Matti,General (all zones),Agroforestry,22.0,32.0,5.0,6.5,Onset of rains (June planting; also Oct-Nov planting option),False,False,southern_zone,General (all zones)
Ailanthus or Matti,General (all zones),Agroforestry,22.0,32.0,5.0,6.5,Onset of rains (June planting; also Oct-Nov planting option),False,False,central_zone,General (all zones)
Ailanthus or Matti,General (all zones),Agroforestry,22.0,32.0,5.0,6.5,Onset of rains (June planting; also Oct-Nov planting option),False,False,northern_zone,General (all zones)
Ailanthus or Matti,General (all zones),Agroforestry,22.0,32.0,5.0,6.5,Onset of rains (June planting; also Oct-Nov planting option),False,False,high_ranges,General (all zones)
Amaranth,General (all zones),Vegetables,22.0,32.0,5.0,6.5,Year-round (avoid sowing red-leaved varieties during periods of heavy rain; rainy season planting on raised beds),False,False,coastal_zone,General (all zones)
Amaranth,General (all zones),Vegetables,22.0,32.0,5.0,6.5,Year-round (avoid sowing red-leaved varieties during periods of heavy rain; rainy season planting on raised beds),False,False,southern_zone,General (all zones)
Amaranth,General (all zones),Vegetables,22.0,32.0,5.0,6.5,Year-round (avoid sowing red-leaved varieties during periods of heavy rain; rainy season planting on raised beds),False,False,central_zone,General (all zones)
Amaranth,General (all zones),Vegetables,22.0,32.0,5.0,6.5,Year-round (avoid sowing red-leaved varieties during periods of heavy rain; rainy season planting on raised beds),False,False,northern_zone,General (all zones)
Amaranth,General (all zones),Vegetables,22.0,32.0,5.0,6.5,Year-round (avoid sowing red-leaved varieties during periods of heavy rain; rainy season planting on raised beds),False,False,high_ranges,General (all zones)
Anthurium,High Hills,Ornamental Plants,18.0,28.0,5.6,6.5,,False,True,high_ranges,High Hills
Anthurium,Midland Laterites,Ornamental Plants,18.0,28.0,5.6,6.5,,False,True,northern_zone,Midland Laterites
Anthurium,Midland Laterites,Ornamental Plants,18.0,28.0,5.6,6.5,,False,True,central_zone,Midland Laterites
Anthurium,Midland Laterites,Ornamental Plants,18.0,28.0,5.6,6.5,,False,True,southern_zone,Midland Laterites
Apple,High Hills,Fruits,3.0,11.0,5.9,6.5,Late winter (planting),False,True,high_ranges,High Hills
Arecanut,Coastal Plain,Beverages and Stimulants,24.0,33.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,coastal_zone,Coastal Plain
Arecanut,Foothills,Beverages and Stimulants,20.0,30.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,northern_zone,Foothills
Arecanut,Foothills,Beverages and Stimulants,20.0,30.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,central_zone,Foothills
Arecanut,Foothills,Beverages and Stimulants,20.0,30.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,southern_zone,Foothills
Arecanut,High Hills,Beverages and Stimulants,12.0,25.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,high_ranges,High Hills
Arecanut,Midland Laterites,Beverages and Stimulants,23.0,32.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,northern_zone,Midland Laterites
Arecanut,Midland Laterites,Beverages and Stimulants,23.0,32.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,central_zone,Midland Laterites
Arecanut,Midland Laterites,Beverages and Stimulants,23.0,32.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,southern_zone,Midland Laterites
Arecanut,Palakkad Plain,Beverages and Stimulants,24.0,36.0,6.0,6.5,Field planting: May-June in well-drained soils; August-September in clayey soils,False,False,central_zone,Palakkad Plain
Arrow root,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,coastal_zone,General (all zones)
Arrow root,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,southern_zone,General (all zones)
Arrow root,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,central_zone,General (all zones)
Arrow root,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,northern_zone,General (all zones)
Arrow root,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,high_ranges,General (all zones)
Ash gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,coastal_zone,General (all zones)
Ash gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,southern_zone,General (all zones)
Ash gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,central_zone,General (all zones)
Ash gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,northern_zone,General (all zones)
Ash gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,high_ranges,General (all zones)
Asoka,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planted with onset of monsoon in May-June,False,False,coastal_zone,General (all zones)
Asoka,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planted with onset of monsoon in May-June,False,False,southern_zone,General (all zones)
Asoka,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planted with onset of monsoon in May-June,False,False,central_zone,General (all zones)
Asoka,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planted with onset of monsoon in May-June,False,False,northern_zone,General (all zones)
Asoka,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planted with onset of monsoon in May-June,False,False,high_ranges,General (all zones)
Banana,Coastal Plain,Fruits,23.0,31.0,5.9,6.5,"General (all zones) | January planting (rainfed,  pot-irrigated at 9 litres/plant once in 15 days until April-May)",False,True,coastal_zone,Coastal Plain
Banana,Midland Laterites,Fruits,23.0,31.0,5.9,6.5,April-May (rainfed) | August-September (irrigated),False,True,northern_zone,Midland Laterites
Banana,Midland Laterites,Fruits,23.0,31.0,5.9,6.5,April-May (rainfed) | August-September (irrigated),False,True,central_zone,Midland Laterites
Banana,Midland Laterites,Fruits,23.0,31.0,5.9,6.5,April-May (rainfed) | August-September (irrigated),False,True,southern_zone,Midland Laterites
Beet root,High Hills,Cool Season Vegetables,12.0,25.0,5.2,7.0,August-January,False,False,high_ranges,High Hills
Betel vine,General (all zones),Beverages and Stimulants,10.0,40.0,6.0,6.5,Edavakodi: planted May-June | Thulakodi: planted August-September,False,True,coastal_zone,General (all zones)
Betel vine,General (all zones),Beverages and Stimulants,10.0,40.0,6.0,6.5,Edavakodi: planted May-June | Thulakodi: planted August-September,False,True,southern_zone,General (all zones)
Betel vine,General (all zones),Beverages and Stimulants,10.0,40.0,6.0,6.5,Edavakodi: planted May-June | Thulakodi: planted August-September,False,True,central_zone,General (all zones)
Betel vine,General (all zones),Beverages and Stimulants,10.0,40.0,6.0,6.5,Edavakodi: planted May-June | Thulakodi: planted August-September,False,True,northern_zone,General (all zones)
Betel vine,General (all zones),Beverages and Stimulants,10.0,40.0,6.0,6.5,Edavakodi: planted May-June | Thulakodi: planted August-September,False,True,high_ranges,General (all zones)
Bitter gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,coastal_zone,General (all zones)
Bitter gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,southern_zone,General (all zones)
Bitter gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,central_zone,General (all zones)
Bitter gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,northern_zone,General (all zones)
Bitter gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,high_ranges,General (all zones)
Black gram,General (all zones),Pulses,22.0,32.0,5.0,6.5,Throughout the year,False,False,coastal_zone,General (all zones)
Black gram,General (all zones),Pulses,22.0,32.0,5.0,6.5,Throughout the year,False,False,southern_zone,General (all zones)
Black gram,General (all zones),Pulses,22.0,32.0,5.0,6.5,Throughout the year,False,False,central_zone,General (all zones)
Black gram,General (all zones),Pulses,22.0,32.0,5.0,6.5,Throughout the year,False,False,northern_zone,General (all zones)
Black gram,General (all zones),Pulses,22.0,32.0,5.0,6.5,Throughout the year,False,False,high_ranges,General (all zones)
Black pepper,General (all zones),Spices and Condiments,10.0,40.0,5.0,6.5,April-May (planting of standards/support trees with onset of pre-monsoon showers) | June-July (planting of rooted pepper cuttings with onset of southwest monsoon),False,True,coastal_zone,General (all zones)
Black pepper,General (all zones),Spices and Condiments,10.0,40.0,5.0,6.5,April-May (planting of standards/support trees with onset of pre-monsoon showers) | June-July (planting of rooted pepper cuttings with onset of southwest monsoon),False,True,southern_zone,General (all zones)
Black pepper,General (all zones),Spices and Condiments,10.0,40.0,5.0,6.5,April-May (planting of standards/support trees with onset of pre-monsoon showers) | June-July (planting of rooted pepper cuttings with onset of southwest monsoon),False,True,central_zone,General (all zones)
Black pepper,General (all zones),Spices and Condiments,10.0,40.0,5.0,6.5,April-May (planting of standards/support trees with onset of pre-monsoon showers) | June-July (planting of rooted pepper cuttings with onset of southwest monsoon),False,True,northern_zone,General (all zones)
Black pepper,General (all zones),Spices and Condiments,10.0,40.0,5.0,6.5,April-May (planting of standards/support trees with onset of pre-monsoon showers) | June-July (planting of rooted pepper cuttings with onset of southwest monsoon),False,True,high_ranges,General (all zones)
Bottle gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,coastal_zone,General (all zones)
Bottle gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,southern_zone,General (all zones)
Bottle gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,central_zone,General (all zones)
Bottle gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,northern_zone,General (all zones)
Bottle gourd,General (all zones),Cucurbitaceous Vegetables,22.0,32.0,5.0,6.5,"January-March | September-December | May-June (rainfed crop, sown after receipt of first showers)",False,False,high_ranges,General (all zones)
Brahmi,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,coastal_zone,General (all zones)
Brahmi,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,southern_zone,General (all zones)
Brahmi,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,central_zone,General (all zones)
Brahmi,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,northern_zone,General (all zones)
Brahmi,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,high_ranges,General (all zones)
Brinjal,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,coastal_zone,General (all zones)
Brinjal,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,southern_zone,General (all zones)
Brinjal,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,central_zone,General (all zones)
Brinjal,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,northern_zone,General (all zones)
Brinjal,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,high_ranges,General (all zones)
Cabbage,High Hills,Cool Season Vegetables,12.0,25.0,5.2,7.0,October-November,False,False,high_ranges,High Hills
Cabbage,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,October-November,False,False,northern_zone,Midland Laterites
Cabbage,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,October-November,False,False,central_zone,Midland Laterites
Cabbage,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,October-November,False,False,southern_zone,Midland Laterites
Camboge,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Onset of monsoon showers (field planting),False,False,coastal_zone,General (all zones)
Camboge,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Onset of monsoon showers (field planting),False,False,southern_zone,General (all zones)
Camboge,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Onset of monsoon showers (field planting),False,False,central_zone,General (all zones)
Camboge,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Onset of monsoon showers (field planting),False,False,northern_zone,General (all zones)
Camboge,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Onset of monsoon showers (field planting),False,False,high_ranges,General (all zones)
Cardamom,High Hills,Spices and Condiments,10.0,35.0,5.0,6.5,"Onset of southwest monsoon (main field planting, before heavy rains)",False,True,high_ranges,High Hills
Carrot,High Hills,Cool Season Vegetables,12.0,25.0,5.2,7.0,August-January,False,False,high_ranges,High Hills
Carrot,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,,False,False,northern_zone,Midland Laterites
Carrot,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,,False,False,central_zone,Midland Laterites
Carrot,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,,False,False,southern_zone,Midland Laterites
Cashew,Coastal Plain,Commercial Crops,24.0,33.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,coastal_zone,Coastal Plain
Cashew,Foothills,Commercial Crops,20.0,30.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,northern_zone,Foothills
Cashew,Foothills,Commercial Crops,20.0,30.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,central_zone,Foothills
Cashew,Foothills,Commercial Crops,20.0,30.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,southern_zone,Foothills
Cashew,High Hills,Commercial Crops,12.0,25.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,high_ranges,High Hills
Cashew,Midland Laterites,Commercial Crops,23.0,32.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,northern_zone,Midland Laterites
Cashew,Midland Laterites,Commercial Crops,23.0,32.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,central_zone,Midland Laterites
Cashew,Midland Laterites,Commercial Crops,23.0,32.0,5.0,6.5,"Onset of southwest monsoon (June-July, main planting of grafts)",False,False,southern_zone,Midland Laterites
Cassia,General (all zones),Green Leaf Manure Crops,22.0,32.0,5.0,6.5,General,False,False,coastal_zone,General (all zones)
Cassia,General (all zones),Green Leaf Manure Crops,22.0,32.0,5.0,6.5,General,False,False,southern_zone,General (all zones)
Cassia,General (all zones),Green Leaf Manure Crops,22.0,32.0,5.0,6.5,General,False,False,central_zone,General (all zones)
Cassia,General (all zones),Green Leaf Manure Crops,22.0,32.0,5.0,6.5,General,False,False,northern_zone,General (all zones)
Cassia,General (all zones),Green Leaf Manure Crops,22.0,32.0,5.0,6.5,General,False,False,high_ranges,General (all zones)
Casuarina,Coastal Plain,Agroforestry,24.0,33.0,5.0,6.5,Onset of monsoon (site prep/planting); nursery sown Nov-Dec,False,False,coastal_zone,Coastal Plain
Cauliflower,High Hills,Cool Season Vegetables,12.0,25.0,5.2,7.0,October-November,False,False,high_ranges,High Hills
Cauliflower,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,October-November,False,False,northern_zone,Midland Laterites
Cauliflower,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,October-November,False,False,central_zone,Midland Laterites
Cauliflower,Midland Laterites,Cool Season Vegetables,23.0,32.0,5.2,7.0,October-November,False,False,southern_zone,Midland Laterites
Chadachi,High Hills,Agroforestry,12.0,25.0,5.0,6.5,Planting and management similar to Venga (before onset of monsoon),False,False,high_ranges,High Hills
Chengazhinirkizhangu,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Optimum planting with receipt of pre-monsoon showers in May-June,False,False,coastal_zone,General (all zones)
Chengazhinirkizhangu,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Optimum planting with receipt of pre-monsoon showers in May-June,False,False,southern_zone,General (all zones)
Chengazhinirkizhangu,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Optimum planting with receipt of pre-monsoon showers in May-June,False,False,central_zone,General (all zones)
Chengazhinirkizhangu,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Optimum planting with receipt of pre-monsoon showers in May-June,False,False,northern_zone,General (all zones)
Chengazhinirkizhangu,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Optimum planting with receipt of pre-monsoon showers in May-June,False,False,high_ranges,General (all zones)
Chethikoduveli,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planting June-July,False,False,coastal_zone,General (all zones)
Chethikoduveli,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planting June-July,False,False,southern_zone,General (all zones)
Chethikoduveli,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planting June-July,False,False,central_zone,General (all zones)
Chethikoduveli,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planting June-July,False,False,northern_zone,General (all zones)
Chethikoduveli,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Planting June-July,False,False,high_ranges,General (all zones)
Chilli,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,coastal_zone,General (all zones)
Chilli,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,southern_zone,General (all zones)
Chilli,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,central_zone,General (all zones)
Chilli,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,northern_zone,General (all zones)
Chilli,General (all zones),Solanaceous Vegetables,22.0,32.0,5.0,6.5,"May-June (rainfed crop, before onset of southwest monsoon) | September-October (irrigated crop)",False,False,high_ranges,General (all zones)
China aster,General (all zones),Ornamental Plants,22.0,32.0,5.6,6.5,,False,False,coastal_zone,General (all zones)
China aster,General (all zones),Ornamental Plants,22.0,32.0,5.6,6.5,,False,False,southern_zone,General (all zones)
China aster,General (all zones),Ornamental Plants,22.0,32.0,5.6,6.5,,False,False,central_zone,General (all zones)
China aster,General (all zones),Ornamental Plants,22.0,32.0,5.6,6.5,,False,False,northern_zone,General (all zones)
China aster,General (all zones),Ornamental Plants,22.0,32.0,5.6,6.5,,False,False,high_ranges,General (all zones)
Chittadalotakam,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,coastal_zone,General (all zones)
Chittadalotakam,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,southern_zone,General (all zones)
Chittadalotakam,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,central_zone,General (all zones)
Chittadalotakam,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,northern_zone,General (all zones)
Chittadalotakam,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,General,False,False,high_ranges,General (all zones)
Chittaratha,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted at any time,False,False,coastal_zone,General (all zones)
Chittaratha,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted at any time,False,False,southern_zone,General (all zones)
Chittaratha,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted at any time,False,False,central_zone,General (all zones)
Chittaratha,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted at any time,False,False,northern_zone,General (all zones)
Chittaratha,General (all zones),Medicinal and Aromatic Plants,22.0,32.0,5.0,6.5,Rainfed crop planted with onset of monsoon in May-June; irrigated crop can be planted at any time,False,False,high_ranges,General (all zones)
Cinnamon,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Southwest monsoon (planting of 1-2 year old seedlings in main field),False,False,coastal_zone,General (all zones)
Cinnamon,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Southwest monsoon (planting of 1-2 year old seedlings in main field),False,False,southern_zone,General (all zones)
Cinnamon,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Southwest monsoon (planting of 1-2 year old seedlings in main field),False,False,central_zone,General (all zones)
Cinnamon,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Southwest monsoon (planting of 1-2 year old seedlings in main field),False,False,northern_zone,General (all zones)
Cinnamon,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,Southwest monsoon (planting of 1-2 year old seedlings in main field),False,False,high_ranges,General (all zones)
Clove,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,May-June | August-September,False,False,coastal_zone,General (all zones)
Clove,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,May-June | August-September,False,False,southern_zone,General (all zones)
Clove,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,May-June | August-September,False,False,central_zone,General (all zones)
Clove,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,May-June | August-September,False,False,northern_zone,General (all zones)
Clove,General (all zones),Spices and Condiments,22.0,32.0,5.0,6.5,May-June | August-September,False,False,high_ranges,General (all zones)
Cocoa,General (all zones),Beverages and Stimulants,10.0,38.0,6.0,6.5,"Seeds sown by December-January so that 4-6 month old seedlings are available for planting by May-June | In high rainfall zones, April sowing may be taken up so that 4 month old seedlings are available for post-monsoon planting in August",False,True,coastal_zone,General (all zones)
Cocoa,General (all zones),Beverages and Stimulants,10.0,38.0,6.0,6.5,"Seeds sown by December-January so that 4-6 month old seedlings are available for planting by May-June | In high rainfall zones, April sowing may be taken up so that 4 month old seedlings are available for post-monsoon planting in August",False,True,southern_zone,General (all zones)
Cocoa,General (all zones),Beverages and Stimulants,10.0,38.0,6.0,6.5,"Seeds sown by December-January so that 4-6 month old seedlings are available for planting by May-June | In high rainfall zones, April sowing may be taken up so that 4 month old seedlings are available for post-monsoon planting in August",False,True,central_zone,General (all zones)
Cocoa,General (all zones),Beverages and Stimulants,10.0,38.0,6.0,6.5,"Seeds sown by December-January so that 4-6 month old seedlings are available for planting by May-June | In high rainfall zones, April sowing may be taken up so that 4 month old seedlings are available for post-monsoon planting in August",False,True,northern_zone,General (all zones)
Cocoa,General (all zones),Beverages and Stimulants,10.0,38.0,6.0,6.5,"Seeds sown by December-January so that 4-6 month old seedlings are available for planting by May-June | In high rainfall zones, April sowing may be taken up so that 4 month old seedlings are available for post-monsoon planting in August",False,True,high_ranges,General (all zones)
Coconut,Coastal Plain,Oil Seeds,23.0,33.0,5.0,8.0,May (planting with onset of pre-monsoon rains) | September (planting in low-lying areas after cessation of heavy rains) | May (planting),True,True,coastal_zone,Coastal Plain
Coconut,Foothills,Oil Seeds,20.0,30.0,5.0,8.0,May (planting),True,False,northern_zone,Foothills
Coconut,Foothills,Oil Seeds,20.0,30.0,5.0,8.0,May (planting),True,False,central_zone,Foothills
Coconut,Foothills,Oil Seeds,20.0,30.0,5.0,8.0,May (planting),True,False,southern_zone,Foothills
Coconut,High Hills,Oil Seeds,12.0,25.0,5.0,8.0,May (planting),True,False,high_ranges,High Hills
Coconut,Midland Laterites,Oil Seeds,23.0,32.0,5.0,8.0,May (planting) | May (planting) | April (planting under assured irrigation),True,False,northern_zone,Midland Laterites
Coconut,Midland Laterites,Oil Seeds,23.0,32.0,5.0,8.0,May (planting) | May (planting) | April (planting under assured irrigation),True,False,central_zone,Midland Laterites
Coconut,Midland Laterites,Oil Seeds,23.0,32.0,5.0,8.0,May (planting) | May (planting) | April (planting under assured irrigation),True,False,southern_zone,Midland Laterites
Coconut,Palakkad Plain,Oil Seeds,24.0,36.0,5.0,8.0,May (planting),True,False,central_zone,Palakkad Plain
Coffee,Foothills,Beverages and Stimulants,20.0,30.0,6.0,6.5,Nursery seed sowing: February-March (Robusta),True,True,northern_zone,Foothills
Coffee,Foothills,Beverages and Stimulants,20.0,30.0,6.0,6.5,Nursery seed sowing: February-March (Robusta),True,True,central_zone,Foothills
Coffee,Foothills,Beverages and Stimulants,20.0,30.0,6.0,6.5,Nursery seed sowing: February-March (Robusta),True,True,southern_zone,Foothills
